内容,标签
道德经看了不知道多少遍，似乎没什么不懂的字句，但是始终觉得依然是偷窥的读者。像是说文化隔阂的那个比喻，我听得懂说什么，但是不知道是什么意思。这本书的确像书名，是个不大不小的帮助。当然不能指望看了这本书就透彻人生了，但是至少有机会在别人的帮助下学着开锁了。至于最终进不进去那“道”门，只好看个人的运气和天赋了。我是还没进去，可是很开心。毕竟还是有希望开门进去的，比一直扒门缝强多了。,1
入住没什么问题，前台把握安排在23楼， 那里可真是馊臭，一出电梯非常难闻。进了房间里面还是有这个味道。 就快要吐出来了。 实在是忍无可忍，打电话给总台，要求换房。 后来换到39楼。 服务生说是23，24楼市公寓楼，有人在做饭的。 晕！！！ 也说明酒店不重视携程的客户。 如果是他们酒店ACCOR的会员的话，肯定不会安排在23楼。 还有个奇怪的问题是， 为什么携程总是没有早餐的？ 什么酒店都没有， 感觉是携程吃了我们的早餐。,2
屏幕清晰度低，为什么很不清楚？？？显卡驱动的问题，还是机子本身的问题？？？,0
性价比较高!现在看都没有了!庆幸自己出手了!自己用着非常不错!就是不知道为什么没有进网许可,2
预装的vista分区比较变态；改装成XP之后，运行pplive打开加速器后，经常卡。左手部位比较热,0
卢卡奇的哲学思想丰富、混乱，更有着极强的思辨逻辑推演，所以对他的解读不紧要看专著，像本书，更要看原著，在原著中更能体会卢卡奇的那种强烈的、火一般的革命热情和逻辑演变魅力。虽然他有着黑格尔的思辨的遗风，更有着走向纯粹思辨的顷向和嫌疑，但在他所处的历史大背景下，他的这种思想是哪些正统的所谓马克思主义者所不能匹配的。本书就是在历史的背景下对卢卡奇的正名，喜欢卢卡奇就去读。,1
忽然听见孩子在她自己的房间里哈哈大笑，我不禁去问个究竟，原来在看《别笑！我是英文单词书》。我感到很好奇，于是抽空拿起了这书翻了翻……我也笑了起来。这书着实有趣，而且看过的单词就能留在记忆里面了（我这年龄记忆力正衰退中），这是我所料不及的。原来单词也可以这样学？！于是鼓励孩子好好阅读此书，既可以记住单词，也可以在适当的场合给同学们讲讲笑话，未尝不是件有意义的事呀。,2
"洒店的房间太小,设计也不合理。电梯太少,三十几层楼才只有两个电梯.早餐还需先到三楼走一条长廊后再转电梯到37楼,等一次电梯最少要花上5分钟。价格也偏贵，加上早餐及宽带的费用后，与五星级的酒店差不了多少。宾馆反馈 2008年4月25日 ： 首先需要给您更正的就是,我酒店总共有29层,而早餐在27楼,电梯一共有三个,房间有大小区别,可能您这次所住的比较小,关于宽带,08年我们已经将宽带免费,而且给予携程用户含早的优惠,希望您继续支持!!!",0
我喜欢喝蒙牛大果粒！有心的人会记住(^.^),2
蒙牛牛 你果然是个傻逼 PS:你不冷啊 还短裤咯,0
好,2
阿衍怎么就这么酷呢难怪写意始终都灾他手里了这辈子两人就离不了了,2
多得不知道说什么了啊质量不好性能不好不能下载反正都不好啊,0
买这本书的起源是听其他妈妈的推荐，说她的女儿在家中所有的书中就喜欢这套书，由于我儿子的年龄和她女儿相仿，但从书名来看此书比较适合女孩子，儿子现在6岁了还会喜欢吗？报着此种顾虑我还是尝试着购买了此书，没想到儿子非常喜欢，现在已经开始给他讲第二遍了。期间通过谈话是我了解到，他之所以喜欢此书，是因为书中的故事和他平时的经历一样，书中的话就是他所想、所要表达思想。于是，我又购买了第二辑。,1
没有光驱，装东西不方便，还是要配个外置光驱才好。内存1G根本带不起来VISTA，幸好送了个1G内存。,0
酒店周边环境比较乱，哈尔滨很多酒店都有这个问题。但酒店内部环境还行，性价比不错，离商业中心和火车站都很近，而且酒店主动给携程客人免费升级入住，这一点感觉很好。服务人员也热情周到，下次还会入住此酒店。,1
自己亲手装的。有工具不难装：还可以。家庭用买小了。送的花洒不怎么样。,2
本来买了一套打算送爸妈，希望他们身体健康，可自己先看了一些，总体感觉就是夸张和空洞。整套书的思维也很混乱，似乎想到什么就写什么，以至于三套书中有很多类似的内容。很多穴位也没有详细指出该怎么找，个人觉得书中的案例也没有说服力。看了很多好评以至于想都没想就买了一套，可对我来说很失望，都不敢送出去了，对这本书的内容持怀疑态度。,0
早就不买蒙牛了,0
"看完书,静静地坐了好久,心中很复杂的,一种无法解释的感动。同时，它也让我自省，我曾做过的一切。我很难说出那中感受，对人性的一种查究，人性的忠诚，当然还有人性的残忍。“我们有什么理由来指责别人的过去呢？”这风筝是虚指，它可以是所有：爱，恨，情，愁，或者还可能是一种深深地救赎......不论是什么，为了内心深处所隐藏的，所埋葬的，我们勇敢的追。",2
中国也出了一本情感的书，看完了，很不错的一本让女人更加了解男人的书。本人阅读的时候，就有很多同感，因为是里面有提的行为，我作为一个女性的角度，几乎都有，而且很贴切。也让我的眼界放宽了，看到了很多男人和女人不同的东西。看待事情也不会像以前那样的主观了，此书值得一看，作为一位现代女性，不独这本书的话，有点遗憾。因为你已经与社会脱节了。,2
支持TV-OUT视频输出；屏幕面积很大；MP3功能出色，并且支持后台播放；拥有128M的内存。,2
"住鸿宾楼客房,感觉比前段时间来住更超值了,发现通道地毯换的很漂亮,有点高星级酒店的感觉,另外房间里都可以提供宽带上网了.住在这样一个在努力进步的酒店,我喜欢",2
第一次接触视觉大发现还是给女儿买的幼儿园杂志中每期都有一页，看女儿喜欢的不得了，才产生了购买的欲望。一下子买了8本，回家没敢一次都拿给她看，隔一段时间拿一本出来，女儿爱不释手，刚巧这几天生病在家，整天就抱着不松手了，姥姥倒是很不乐意，怕孩子的眼睛累坏了。也不知道长时间的看这本书会不会累到眼睛，但总之，买了以后没有后悔的感觉，看到女儿喜欢，我就开心了,1
小巫的书读了觉得很贴近生活，理论和实践结合，很容易悟到教育孩子的真谛。让人看了很感慨，觉得中国的教育体制使得我们这些父母都不知道如何去了解孩子，如何去更好的帮助孩子成长。惯性思维是我们在教育孩子时遇到的最大问题，这个问题不但使我们不能更好的帮助孩子成长，还成为他们成长道路上的最大障碍，真是汗颜哪！谢谢小巫给了我们重新审视自己的机会。,1
且试天下，众生在目，每个事的主角，雕刻地如此真实和感性；而每个故事情节，渲染地如此真挚而动人，没有华丽丽的辞藻，只有行文如流水的平淡和畅快，看了太多假意的精致文章，反而觉得这样的作品才是最弥足珍贵的精品。很欣赏这本书，一页一页翻过，就像翻开这代人的历史，翻开他们的故事，翻开而心底角落里的纯然的感动和朴真。我喜欢安哥写作的态度，我也喜欢这本书给我的念想，意味深长。,2
这是第三次住在富豪酒店了，房间不错，就是感觉有点贵了，这里的自助餐算是远近闻名了，本地的朋友也会拖家带口来吃，唯一的缺点就是标双和大床间只送1份早餐，1个人住还好，如果两个人住，还要多买份早餐券了，不划算。,2
"房间应该超出30平米,是HK同级酒店中少有的大;重装之后,设备也不错.房",2
经典就是经典，相当不错，每天女儿都会拿出来看，也学会了许多生字，第一遍是我读给她听的，我当时很有感情的读给她，她现在又很有感情的念给我听！真希望所有孩子的科普类的书都能像这套书一样把知识讲得这么有趣，适合孩子的心理！超赞！！！,2
不得不说，京东现在的物流太慢了，从下单到我收到居然要一个礼拜,0
4年前住过。酒店设施这个价格还算值，尤其是黄金周期间。临海位置很好。高层，大部分房间都可以看到海。前台接待的小姐态度很生硬，登记的姓名没一个字是对的。算啦，不影响住也就不计较了。,2
你应该告诉他们你本命是伊利啊！ 回复 次奥 我和你们没有任何关系……大家娱乐娱乐就好了，小编的意思是：用实实在在的心意做好产品，也请关注蒙 牛的新变化 http:t.cn/zlwxz2P 谢谢。 蒙牛is切糕……名字档次一下子,0
