标签,内容
1,"本来订的是198的大床房,结果前台说没有,只有商务230的大床房.可进房间一看,其实就是大床房,因为一个月前刚刚住过.一模一样的房间加上""商务""二字就多了32块钱.感觉是前台戴眼镜的男服务员故意搞鬼,于是下去质问他""商务""与非商务的区别.他支支吾吾说不清楚,说多了冰箱和保险柜。。。我狂骂，冰箱是有，可是空空无物！保险柜根本不存在！！明明就是变向加价，一点都没诚信！！！还有，房间的隔音超差，楼道内有人走动说话，里面听得很清楚，有帮客人在打牌，虽然隔了几间房，还是吵得不得了。更可气的是晚上旁边有装修的，在敲什么东西很吵，一直搞到2：00多，据说是后来住客们打电话叫来了110才制止住。。。酒店人员也无人去过问！！"
1,我晕，我的订单包括这本书，订单的其它东东货有到手上，偏偏这本书给落了。
0,外观很养眼 速度还行 系统难装 还好寝室有位高手同学啊 不过也是费了半个小时啊
0,外观漂亮，显示色彩鲜艳，声音效果好，质量轻。是一款非常适合女孩子用的本。
1,不喜欢这样的措辞写成书，然后耗费我的时间去认真的读！觉得这样的语言，更适合去央视“百家讲坛”吹去～～～觉得历史还是应该稍微严肃点～～～
1,我去年的时候去过该酒店，那时候住的是无烟房，感觉还好，这回去住的是高级标准间，进去了房间就有一种怪味道要求前台换房，换过了以后还是多少有一点怪味。不过房间的墙壁特脏，后来想算了，就没在换，不过感觉今年的金鼎要比去年卫生环境差很多，装修也旧了！
0,服务态度很好
0,突出之处节能，电池续航时间长。小巧精制，可以这样她，真是十分不错的上网小本本。
1,都是谁说的好啊，我也买了。可是看不懂，我妈看了也说没啥用。哎。。。。。。。。
0,性价比不错，本本的外观手感以及性能都还不错，到底是大品牌的东西。
1,调到最大声音还是有点小 内存小了点，需要自己加，不过好像内存兼兼容性还好，我装的是宇瞻的，没什么问题
1,抵制蒙牛
1,"这样的酒店一般,前台服务员善意提醒预定房间有些吵(靠近高架),因为只有这样的房间才有收费的宽带,查看房间后感觉还可以,可服务员就不能等待10min再下楼登记,而是要求必须马上登记,好像担心我们会偷他们的东西似的."
0,再补充两点吧，我觉得卡洛斯的成功还在于以下三点，很值得我们学习：1.要选对合适的人帮助自己——雷诺帮；2.要有战略眼光——选择合适的合作伙伴（日产、东风）；3.要有培养人的意识——人员交流（雷诺=日产）；我对第三点最为敬佩，一个成功的管理者不在于自己做到多么高的位置，而在于自己能够培养无数的后来者走向成功，为企业造血，为企业的长远发展做好人才储备；
0,6年前的《赢在中国》，是我最喜欢的，一直盼望能有下期，在节目中蒙牛集团牛总、汇源果汁朱总、新东方教育集团俞总、阿里巴巴马总、巨人网络史总等都是我非常敬佩的中国企业家，尤其牛总的企业文化感染了我，所以我喝奶只喝蒙牛，除了上面几位我最敬佩的boss外，还有两个人我最最敬佩的熊晓鸽和王利芬
0,本来忍着DOS系统买的，想到4xxx能买到这个配置也超值了， 没想到一开机竟然自带vista，感觉京东老厚道了呵呵。先用正版vista吧呵呵
1,书没有什么的内容，标题已经全部概括。真的佩服作者能将一件事情写成一本书，而后我有将只有一件事情的书通读，真是同样佩服自己。
0,"春天的季节,没有什么比鸟儿的欢歌更美的声音了.这本小册子图文并茂,带在身边,随时可以识别我们可爱的小精灵,快乐的招呼一声:你好.连并着想到故宫的乌鸦都有了欢喜的感觉.珍惜我们还有这些可爱的朋友,如果看了<寂静的春天>,你一定会感叹错过了永远的失去了,鸟儿.带一本小册子,可以传阅给你的朋友,分享拥有春天般美丽的心情,象鸟儿一样放飞自己.热爱生活,热爱生命."
1,"非常不值得的一个酒店.179的价格绝对不值!其他连锁酒店99元100元都比这个强啊!!房间很小,位置不好,早餐很差!"
0,这个对果粉太残酷了回复 支持茅台成为国酒，支持蒙牛牛奶成为国奶，支持三鹿奶粉成为国粉
0,性能优越，这个价格下的高配置称得上高性价比。外观也很漂亮，拿手上也不觉得太沉。 跑VISTA很流畅，开多个程序基本不觉得卡，内存高就是好啊。
0,我是中国之声“今晚听吧”的听友，听到尹老师做的这一次节目，就立即想购买此书。可是问遍了我们这所有的书店，竟然没有。于是，我只好抱着试一试的态度上当当网看，因为第一次网上购书，也没抱多大希望。今天书来了，感觉很好，当然是指当当的服务、价格、质量，同时挑了几篇看，三个字“太棒了”。今后，我还会在当当购书。
0,除了苹果，就喜欢ThinkPad的设计了。 经典的外观，性价比不错，各方面的配置也比较均衡。最喜欢的是自带摄像头。同事是个比较粗心的人，用小黑这种任劳任怨的机器没的挑了呵呵。
0,外观不错，电池续航能力强，键盘明显优于其他机器，显示屏还算清晰
0,轻小可人，容量大，速度快，外壳色泽光感都不错…… 对于准备求婚的哥哥是个不错的选择哦！
1,她是不可多得的成功的传媒人士为什么一定要写15字？对这本书来讲，没什么可写的哇？？
1,"今年七月二十一号在958 598买的机子,不到一星期,就出毛病了,不显示电池电量,八月七号拿去修,说是主板坏了,并且维修站没有主板换,不知道什么时侯厂家能寄主板来,要求换一台,说过了十五天包换期.气死人了.难怪国产手机厂家那么或亏损、或到闭。我看CECT 的命运也好不到那里去。"
0,还未装
1,看到伊利就想吐，看到蒙牛就晕倒，看到王老吉就上火！
1,早就黑名单Y了！ 很久不买垃圾蒙牛了
0,地理位置很好，离洋货市场很近。房间装修还可以，就是有点小。电视是液晶的，总体感觉不错。
0,很实用，里面列出的一些用法，基本都是在实际编程工作用得到的，而且是常用的。象static很多书都是一带而过，这本书里说得很详细，因为在实际工作中，经常会用到，从数据库查出数据存到一个数组里，以加快程序速度。还有一些控件的属性，列出得比较详细，也讲到了用在什么地方，一看作者就是个有实战经验的人。强烈推荐给初学者。
1,r系列本身就厚重一些，内存不好装，第一次拆害怕给拆坏了。联想自带的开机软件太多了，影响速度。
0,卖萌帝的歌就是好听果然是蒙牛酸酸乳，
0,5199的价格很能接受 外观很漂亮 15.4寸屏看起来很舒服 独立小键盘很方便 散热不错 小鼠标非常可爱
1,使用第一天就发现电源按钮需按两次才能启动机器，原以为新电脑需要磨合。殊不知使用近四个月还是如此，拿到维修中心，维修人员所这是正常的，打开面板一看才知道内部零配件就像旧得一样，怀疑是旧机翻新。失去信心。
1,我要的书送错了，至今还不知道怎么办理退货呢？当当的售后服务果真如网上说的一样差！！！
0,质量不错，适合3岁左右小孩玩。每一页边上都有已经打好的虚线孔，直接将页面撕下来就行，都是很简单的手工，练习孩子剪图形，折纸。我儿子3岁半，特别喜欢做，就是用剪刀用不太好，正好练习啦。有些东西做出来“实用性”还挺强，像太阳帽，刚好能戴在儿子头上，拖鞋，他也刚好能“穿”，儿子自己还说呐“大小正合适”，呵呵。让他练习手工的同时还有很多乐趣，超喜欢。
0,昨日去超市想买奶粉，就看看雀巢啊，伊利啊，蒙牛啊什么的，结果导购不断的说那就是香精调购的，这个也是那个也是，我就问那你说哪个好，她指着一个叫荷兰乳牛的，说是进口的，我一看也不贵，就拿了一盒。今天上网一搜，什么乱七八糟的消息都有，真不知道现在该吃什么喝什么了！
1,这类书的通病，字数不多，页数不少，卖钱呗！书里并没有什么新鲜的理论，例子也显得苍白。可能我已经过了看浅显易懂的励志书的年龄了吧，翻了翻就想送人了，没兴趣留在自己的书柜里。
0,漂亮，小巧，精致，适合女生使用，很华丽很高贵，运行vista也不慢，没亮点，运气不错
1,还以为里面是有很多图片的呢，原来都是文字，实在没心情看这种书，最主要是连作者的照片都没有，那该怎么确定她是31岁的美女呢？不太能让人信服吧。
0,5.电话本的备份我在KZ690里还发现了一项挺实用的功能，那就是电话本的备份。它既支持将SIM卡上的电话本全部复制到手机上，也可以从手机上全复制回SIM卡上，这样无论是手机坏掉还是送去维修，只要把电话复制到手机卡上就行了。6.其他功能也很实用KZ690的闹钟功能也很实用，除了可以分别设定三个闹钟以外，还可以让它分别按一次、每天、双休日、工作日（就是周一到周五）为周期进行报时。再有就是比较常用的计算器和万年历功能，虽然他们没有什么过人之处，不过做为这么一部低端手机，能做到这些我已经很满意了。
0,不错的酒店，在柳州属于最好的了。周围环境也很好。
1,1，摄像头130W像素，QQ视频不是特别清晰 2，显示屏从侧面将近180度曲看发现有漏光 3，vista系统开机是慢了点 4，最严重的是带的电源适配器，总“吱吱”响，很吵，强烈要求换个！！
